时间戳,温湿度传感器ID,位置,温度,湿度,PM2.5,预警状态
2025-04-07 19:00:00,SENS005,生产区A,23.5,56.9,13.7,正常
2025-04-07 19:00:00,SENS006,质检区,19.4,58.4,38.9,PM2.5超标
2025-04-07 19:00:00,SENS007,质检区,19.1,54.4,11.8,正常
2025-04-07 19:00:00,SENS008,生产区B,21.9,61.6,40.5,PM2.5超标
2025-04-07 20:00:00,SENS001,生产区B,19.2,64.2,34.7,正常
2025-04-07 20:00:00,SENS002,生产区A,24.8,57.8,13.0,正常
2025-04-07 20:00:00,SENS003,生产区A,24.0,61.7,48.8,PM2.5超标
2025-04-07 20:00:00,SENS004,质检区,18.5,63.5,11.7,正常
2025-04-07 20:00:00,SENS005,生产区A,21.6,59.6,37.5,PM2.5超标
2025-04-07 20:00:00,SENS006,质检区,22.3,58.0,38.5,PM2.5超标
2025-04-07 20:00:00,SENS007,质检区,19.4,59.0,27.2,正常
2025-04-07 20:00:00,SENS008,生产区B,18.8,58.2,44.4,PM2.5超标
2025-04-07 21:00:00,SENS001,生产区B,21.5,64.8,20.7,正常
2025-04-07 21:00:00,SENS002,生产区A,23.2,58.9,20.0,正常
2025-04-07 21:00:00,SENS003,生产区A,25.7,65.1,31.6,正常
2025-04-07 21:00:00,SENS004,质检区,22.1,64.2,28.3,正常
2025-04-07 21:00:00,SENS005,生产区A,24.9,58.0,19.4,正常
2025-04-07 21:00:00,SENS006,质检区,22.6,61.6,36.6,PM2.5超标
2025-04-07 21:00:00,SENS007,质检区,19.6,62.0,38.9,PM2.5超标
2025-04-07 21:00:00,SENS008,生产区B,22.8,64.6,16.4,正常
2025-04-07 22:00:00,SENS001,生产区B,21.1,68.1,48.2,PM2.5超标
2025-04-07 22:00:00,SENS002,生产区A,23.4,60.0,27.1,正常
2025-04-07 22:00:00,SENS003,生产区A,23.9,67.4,47.7,PM2.5超标
2025-04-07 22:00:00,SENS004,质检区,22.5,68.1,45.1,PM2.5超标
2025-04-07 22:00:00,SENS005,生产区A,23.3,67.0,32.9,正常
2025-04-07 22:00:00,SENS006,质检区,20.8,64.0,29.9,正常
2025-04-07 22:00:00,SENS007,质检区,22.1,59.9,43.8,PM2.5超标
2025-04-07 22:00:00,SENS008,生产区B,21.4,65.3,18.5,正常
2025-04-07 23:00:00,SENS001,生产区B,22.9,62.6,27.0,正常
2025-04-07 23:00:00,SENS002,生产区A,25.4,66.3,23.9,正常
2025-04-07 23:00:00,SENS003,生产区A,27.1,61.8,25.8,正常
2025-04-07 23:00:00,SENS004,质检区,21.7,62.0,17.1,正常
2025-04-07 23:00:00,SENS005,生产区A,23.5,63.7,46.5,PM2.5超标
2025-04-07 23:00:00,SENS006,质检区,24.0,62.9,38.4,PM2.5超标
2025-04-07 23:00:00,SENS007,质检区,20.6,64.5,44.7,PM2.5超标
2025-04-07 23:00:00,SENS008,生产区B,20.8,60.5,23.2,正常
2025-04-08 00:00:00,SENS001,生产区B,22.6,66.2,25.0,正常
2025-04-08 00:00:00,SENS002,生产区A,24.8,62.9,37.4,PM2.5超标
2025-04-08 00:00:00,SENS003,生产区A,27.2,68.7,39.0,PM2.5超标
2025-04-08 00:00:00,SENS004,质检区,21.2,62.0,29.5,正常
2025-04-08 00:00:00,SENS005,生产区A,27.0,66.7,15.5,正常
2025-04-08 00:00:00,SENS006,质检区,24.8,67.8,28.9,正常
2025-04-08 00:00:00,SENS007,质检区,23.1,60.7,36.6,PM2.5超标
2025-04-08 00:00:00,SENS008,生产区B,22.6,66.7,28.7,正常
2025-04-08 01:00:00,SENS001,生产区B,24.9,67.2,10.9,正常
2025-04-08 01:00:00,SENS002,生产区A,26.1,66.4,36.4,PM2.5超标
2025-04-08 01:00:00,SENS003,生产区A,28.3,68.6,31.3,温度偏高
2025-04-08 01:00:00,SENS004,质检区,24.8,60.1,46.5,PM2.5超标
2025-04-08 01:00:00,SENS005,生产区A,28.0,68.3,47.6,PM2.5超标
2025-04-08 01:00:00,SENS006,质检区,21.9,68.6,49.3,PM2.5超标
2025-04-08 01:00:00,SENS007,质检区,22.3,67.2,48.4,PM2.5超标
2025-04-08 01:00:00,SENS008,生产区B,25.7,64.9,14.7,正常
2025-04-08 02:00:00,SENS001,生产区B,26.1,66.2,16.2,正常
2025-04-08 02:00:00,SENS002,生产区A,27.3,67.1,24.7,正常
2025-04-08 02:00:00,SENS003,生产区A,28.9,59.8,15.6,温度偏高
2025-04-08 02:00:00,SENS004,质检区,24.0,67.2,20.6,正常
2025-04-08 02:00:00,SENS005,生产区A,28.4,62.1,45.2,温度偏高|PM2.5超标
2025-04-08 02:00:00,SENS006,质检区,26.4,67.2,23.8,正常
2025-04-08 02:00:00,SENS007,质检区,25.5,61.4,41.6,PM2.5超标
2025-04-08 02:00:00,SENS008,生产区B,22.9,63.7,39.3,PM2.5超标
2025-04-08 03:00:00,SENS001,生产区B,23.3,63.0,21.8,正常
2025-04-08 03:00:00,SENS002,生产区A,27.0,66.5,14.7,正常
2025-04-08 03:00:00,SENS003,生产区A,26.6,60.0,22.3,正常
2025-04-08 03:00:00,SENS004,质检区,23.9,61.1,49.4,PM2.5超标
2025-04-08 03:00:00,SENS005,生产区A,27.2,64.6,34.9,正常
2025-04-08 03:00:00,SENS006,质检区,24.6,57.7,46.9,PM2.5超标
2025-04-08 03:00:00,SENS007,质检区,23.3,64.5,14.5,正常
2025-04-08 03:00:00,SENS008,生产区B,23.6,62.8,28.7,正常
2025-04-08 04:00:00,SENS001,生产区B,23.8,61.8,10.9,正常
2025-04-08 04:00:00,SENS002,生产区A,30.1,59.2,15.1,温度偏高
2025-04-08 04:00:00,SENS003,生产区A,30.5,58.2,13.4,温度偏高
2025-04-08 04:00:00,SENS004,质检区,25.5,63.1,35.6,PM2.5超标
2025-04-08 04:00:00,SENS005,生产区A,29.6,55.6,39.7,温度偏高|PM2.5超标
2025-04-08 04:00:00,SENS006,质检区,23.7,59.9,25.3,正常
2025-04-08 04:00:00,SENS007,质检区,26.2,65.0,26.9,正常
2025-04-08 04:00:00,SENS008,生产区B,27.4,55.5,27.9,正常
2025-04-08 05:00:00,SENS001,生产区B,26.7,59.7,10.1,正常
2025-04-08 05:00:00,SENS002,生产区A,27.1,56.4,43.5,PM2.5超标
2025-04-08 05:00:00,SENS003,生产区A,27.8,57.1,24.4,正常
2025-04-08 05:00:00,SENS004,质检区,26.1,61.2,13.3,正常
2025-04-08 05:00:00,SENS005,生产区A,28.8,54.1,18.7,温度偏高
2025-04-08 05:00:00,SENS006,质检区,27.7,62.5,44.5,PM2.5超标
2025-04-08 05:00:00,SENS007,质检区,27.5,61.2,24.7,正常
2025-04-08 05:00:00,SENS008,生产区B,25.5,60.9,21.0,正常
2025-04-08 06:00:00,SENS001,生产区B,27.7,54.6,10.7,正常
2025-04-08 06:00:00,SENS002,生产区A,30.7,56.1,33.2,温度偏高
2025-04-08 06:00:00,SENS003,生产区A,29.9,56.9,23.0,温度偏高
2025-04-08 06:00:00,SENS004,质检区,25.1,51.9,23.2,正常
2025-04-08 06:00:00,SENS005,生产区A,28.0,56.2,37.1,PM2.5超标
2025-04-08 06:00:00,SENS006,质检区,24.7,58.9,34.1,正常
2025-04-08 06:00:00,SENS007,质检区,27.0,57.3,10.3,正常
2025-04-08 06:00:00,SENS008,生产区B,27.8,58.9,18.2,正常
2025-04-08 07:00:00,SENS001,生产区B,27.6,48.4,22.4,正常
2025-04-08 07:00:00,SENS002,生产区A,27.9,51.4,40.4,PM2.5超标
2025-04-08 07:00:00,SENS003,生产区A,30.3,51.6,39.6,温度偏高|PM2.5超标
2025-04-08 07:00:00,SENS004,质检区,25.5,49.3,23.0,正常
2025-04-08 07:00:00,SENS005,生产区A,29.1,53.1,31.8,温度偏高
2025-04-08 07:00:00,SENS006,质检区,26.5,53.3,47.8,PM2.5超标
2025-04-08 07:00:00,SENS007,质检区,25.7,51.8,38.4,PM2.5超标
2025-04-08 07:00:00,SENS008,生产区B,25.2,52.9,32.8,正常
2025-04-08 08:00:00,SENS001,生产区B,25.2,50.4,19.8,正常
2025-04-08 08:00:00,SENS002,生产区A,30.0,52.1,21.9,温度偏高
2025-04-08 08:00:00,SENS003,生产区A,29.6,51.4,43.3,温度偏高|PM2.5超标
2025-04-08 08:00:00,SENS004,质检区,24.3,49.4,11.9,正常
2025-04-08 08:00:00,SENS005,生产区A,30.6,49.4,13.0,温度偏高
2025-04-08 08:00:00,SENS006,质检区,26.3,54.5,37.8,PM2.5超标
2025-04-08 08:00:00,SENS007,质检区,25.4,51.6,30.8,正常
2025-04-08 08:00:00,SENS008,生产区B,26.9,51.3,39.1,PM2.5超标
2025-04-08 09:00:00,SENS001,生产区B,26.6,48.4,17.3,正常
2025-04-08 09:00:00,SENS002,生产区A,28.2,49.2,37.8,温度偏高|PM2.5超标
2025-04-08 09:00:00,SENS003,生产区A,26.6,43.2,30.0,正常
2025-04-08 09:00:00,SENS004,质检区,25.9,45.3,18.1,正常
2025-04-08 09:00:00,SENS005,生产区A,30.1,52.1,43.1,温度偏高|PM2.5超标
2025-04-08 09:00:00,SENS006,质检区,23.7,52.4,26.3,正常
2025-04-08 09:00:00,SENS007,质检区,25.8,44.4,47.7,PM2.5超标
2025-04-08 09:00:00,SENS008,生产区B,24.6,45.5,31.7,正常
2025-04-08 10:00:00,SENS001,生产区B,25.4,51.3,24.1,正常
2025-04-08 10:00:00,SENS002,生产区A,25.9,49.2,13.5,正常
2025-04-08 10:00:00,SENS003,生产区A,26.1,48.3,12.8,正常
2025-04-08 10:00:00,SENS004,质检区,23.7,43.2,37.7,PM2.5超标
2025-04-08 10:00:00,SENS005,生产区A,25.8,50.6,15.3,正常
2025-04-08 10:00:00,SENS006,质检区,26.3,46.0,35.8,PM2.5超标
2025-04-08 10:00:00,SENS007,质检区,26.0,42.5,23.7,正常
2025-04-08 10:00:00,SENS008,生产区B,22.8,46.0,35.5,PM2.5超标
2025-04-08 11:00:00,SENS001,生产区B,24.4,49.4,14.6,正常
2025-04-08 11:00:00,SENS002,生产区A,26.5,47.1,10.5,正常
2025-04-08 11:00:00,SENS003,生产区A,27.8,46.2,23.5,正常
2025-04-08 11:00:00,SENS004,质检区,22.4,47.3,45.0,PM2.5超标
2025-04-08 11:00:00,SENS005,生产区A,28.4,48.1,37.8,温度偏高|PM2.5超标
2025-04-08 11:00:00,SENS006,质检区,22.6,41.3,46.7,PM2.5超标
2025-04-08 11:00:00,SENS007,质检区,24.1,49.4,17.7,正常
2025-04-08 11:00:00,SENS008,生产区B,22.5,40.4,33.0,正常
2025-04-08 12:00:00,SENS001,生产区B,24.2,49.7,41.3,PM2.5超标
2025-04-08 12:00:00,SENS002,生产区A,26.7,44.7,32.6,正常
2025-04-08 12:00:00,SENS003,生产区A,25.5,43.6,47.4,PM2.5超标
2025-04-08 12:00:00,SENS004,质检区,21.9,47.9,15.4,正常
2025-04-08 12:00:00,SENS005,生产区A,26.0,42.8,21.9,正常
2025-04-08 12:00:00,SENS006,质检区,23.1,47.4,22.1,正常
2025-04-08 12:00:00,SENS007,质检区,23.8,49.2,34.0,正常
2025-04-08 12:00:00,SENS008,生产区B,22.0,48.7,49.8,PM2.5超标
2025-04-08 13:00:00,SENS001,生产区B,21.0,42.2,30.8,正常
2025-04-08 13:00:00,SENS002,生产区A,23.7,49.8,20.3,正常
2025-04-08 13:00:00,SENS003,生产区A,26.9,44.2,30.2,正常
2025-04-08 13:00:00,SENS004,质检区,22.0,44.2,45.6,PM2.5超标
2025-04-08 13:00:00,SENS005,生产区A,25.9,42.2,40.9,PM2.5超标
2025-04-08 13:00:00,SENS006,质检区,21.2,40.8,43.9,PM2.5超标
2025-04-08 13:00:00,SENS007,质检区,23.7,48.6,27.6,正常
2025-04-08 13:00:00,SENS008,生产区B,22.0,46.5,35.7,PM2.5超标
2025-04-08 14:00:00,SENS001,生产区B,20.7,43.6,30.3,正常
2025-04-08 14:00:00,SENS002,生产区A,24.5,46.3,14.8,正常
2025-04-08 14:00:00,SENS003,生产区A,25.3,48.3,30.0,正常
2025-04-08 14:00:00,SENS004,质检区,20.4,46.5,32.5,正常
2025-04-08 14:00:00,SENS005,生产区A,25.3,42.9,16.8,正常
2025-04-08 14:00:00,SENS006,质检区,20.3,46.3,18.9,正常
2025-04-08 14:00:00,SENS007,质检区,21.2,50.0,36.9,PM2.5超标
2025-04-08 14:00:00,SENS008,生产区B,22.9,49.4,23.7,正常
2025-04-08 15:00:00,SENS001,生产区B,19.6,47.5,44.8,PM2.5超标
2025-04-08 15:00:00,SENS002,生产区A,23.3,46.7,17.0,正常
2025-04-08 15:00:00,SENS003,生产区A,24.7,44.2,33.6,正常
2025-04-08 15:00:00,SENS004,质检区,18.9,47.0,15.9,正常
2025-04-08 15:00:00,SENS005,生产区A,23.1,47.2,24.2,正常
2025-04-08 15:00:00,SENS006,质检区,19.7,47.1,23.7,正常
2025-04-08 15:00:00,SENS007,质检区,20.4,45.2,16.8,正常
2025-04-08 15:00:00,SENS008,生产区B,19.4,50.6,10.6,正常
2025-04-08 16:00:00,SENS001,生产区B,21.0,48.1,31.1,正常
2025-04-08 16:00:00,SENS002,生产区A,24.9,54.3,30.1,正常
2025-04-08 16:00:00,SENS003,生产区A,22.0,46.0,26.8,正常
2025-04-08 16:00:00,SENS004,质检区,18.9,54.0,37.5,PM2.5超标
2025-04-08 16:00:00,SENS005,生产区A,23.5,47.3,20.5,正常
2025-04-08 16:00:00,SENS006,质检区,20.5,54.6,17.6,正常
2025-04-08 16:00:00,SENS007,质检区,19.0,46.5,40.7,PM2.5超标
2025-04-08 16:00:00,SENS008,生产区B,18.6,48.5,38.5,PM2.5超标
2025-04-08 17:00:00,SENS001,生产区B,19.7,56.8,16.1,正常
2025-04-08 17:00:00,SENS002,生产区A,23.7,50.8,35.8,PM2.5超标
2025-04-08 17:00:00,SENS003,生产区A,24.3,53.6,45.3,PM2.5超标
2025-04-08 17:00:00,SENS004,质检区,21.1,52.2,31.2,正常
2025-04-08 17:00:00,SENS005,生产区A,23.7,53.3,46.7,PM2.5超标
2025-04-08 17:00:00,SENS006,质检区,19.7,49.9,30.6,正常
2025-04-08 17:00:00,SENS007,质检区,18.3,56.6,25.4,正常
2025-04-08 17:00:00,SENS008,生产区B,21.3,53.1,43.5,PM2.5超标
2025-04-08 18:00:00,SENS001,生产区B,18.8,54.4,44.2,PM2.5超标
2025-04-08 18:00:00,SENS002,生产区A,24.9,55.8,46.2,PM2.5超标
2025-04-08 18:00:00,SENS003,生产区A,23.4,51.7,24.7,正常
2025-04-08 18:00:00,SENS004,质检区,18.8,51.8,23.1,正常
2025-04-08 18:00:00,SENS005,生产区A,24.2,52.0,18.5,正常
2025-04-08 18:00:00,SENS006,质检区,20.3,55.4,34.1,正常
2025-04-08 18:00:00,SENS007,质检区,19.0,56.7,20.1,正常
2025-04-08 18:00:00,SENS008,生产区B,19.1,58.8,14.3,正常
2025-04-08 19:00:00,SENS001,生产区B,21.1,59.9,27.9,正常
2025-04-08 19:00:00,SENS002,生产区A,22.2,53.6,10.1,正常
2025-04-08 19:00:00,SENS003,生产区A,22.2,60.3,41.2,PM2.5超标
2025-04-08 19:00:00,SENS004,质检区,19.2,58.7,31.8,正常
2025-04-08 19:00:00,SENS005,生产区A,23.6,54.5,47.7,PM2.5超标
2025-04-08 19:00:00,SENS006,质检区,21.4,52.7,37.3,PM2.5超标
2025-04-08 19:00:00,SENS007,质检区,20.3,55.4,28.5,正常
2025-04-08 19:00:00,SENS008,生产区B,20.3,60.0,13.0,正常
2025-04-08 20:00:00,SENS001,生产区B,19.7,64.2,22.8,正常
2025-04-08 20:00:00,SENS002,生产区A,24.2,56.9,14.7,正常
2025-04-08 20:00:00,SENS003,生产区A,23.3,63.8,34.0,正常
2025-04-08 20:00:00,SENS004,质检区,18.8,60.8,43.1,PM2.5超标
2025-04-08 20:00:00,SENS005,生产区A,22.0,57.5,11.1,正常
2025-04-08 20:00:00,SENS006,质检区,21.0,56.3,47.5,PM2.5超标
2025-04-08 20:00:00,SENS007,质检区,21.4,64.2,10.4,正常
2025-04-08 20:00:00,SENS008,生产区B,21.0,63.1,27.2,正常
2025-04-08 21:00:00,SENS001,生产区B,20.2,61.3,33.8,正常
2025-04-08 21:00:00,SENS002,生产区A,25.4,61.8,32.0,正常
2025-04-08 21:00:00,SENS003,生产区A,22.6,62.4,12.3,正常
2025-04-08 21:00:00,SENS004,质检区,21.1,58.5,49.7,PM2.5超标
2025-04-08 21:00:00,SENS005,生产区A,24.7,66.5,36.0,PM2.5超标
2025-04-08 21:00:00,SENS006,质检区,19.1,61.1,20.7,正常
2025-04-08 21:00:00,SENS007,质检区,22.4,64.5,40.4,PM2.5超标
2025-04-08 21:00:00,SENS008,生产区B,19.7,62.9,41.4,PM2.5超标
2025-04-08 22:00:00,SENS001,生产区B,20.4,68.4,44.7,PM2.5超标
2025-04-08 22:00:00,SENS002,生产区A,24.9,62.8,39.9,PM2.5超标
2025-04-08 22:00:00,SENS003,生产区A,25.8,61.6,33.7,正常
2025-04-08 22:00:00,SENS004,质检区,19.6,65.6,35.7,PM2.5超标
2025-04-08 22:00:00,SENS005,生产区A,24.2,67.2,19.6,正常
2025-04-08 22:00:00,SENS006,质检区,19.8,61.8,49.0,PM2.5超标
2025-04-08 22:00:00,SENS007,质检区,22.8,63.1,18.9,正常
2025-04-08 22:00:00,SENS008,生产区B,23.2,66.2,26.9,正常
2025-04-08 23:00:00,SENS001,生产区B,21.5,61.6,33.0,正常
2025-04-08 23:00:00,SENS002,生产区A,24.6,68.8,24.5,正常
2025-04-08 23:00:00,SENS003,生产区A,26.8,66.6,40.7,PM2.5超标
2025-04-08 23:00:00,SENS004,质检区,22.0,62.8,44.4,PM2.5超标
2025-04-08 23:00:00,SENS005,生产区A,25.7,64.4,11.0,正常
2025-04-08 23:00:00,SENS006,质检区,21.7,67.2,14.5,正常
2025-04-08 23:00:00,SENS007,质检区,22.2,67.0,25.7,正常
2025-04-08 23:00:00,SENS008,生产区B,23.0,69.0,24.8,正常
2025-04-09 00:00:00,SENS001,生产区B,24.8,62.9,36.8,PM2.5超标
2025-04-09 00:00:00,SENS002,生产区A,26.2,62.1,48.8,PM2.5超标
2025-04-09 00:00:00,SENS003,生产区A,25.0,63.5,14.7,正常
2025-04-09 00:00:00,SENS004,质检区,23.4,66.4,46.1,PM2.5超标
2025-04-09 00:00:00,SENS005,生产区A,25.1,64.8,46.5,PM2.5超标
2025-04-09 00:00:00,SENS006,质检区,23.4,63.5,35.3,PM2.5超标
2025-04-09 00:00:00,SENS007,质检区,24.3,68.7,33.4,正常
2025-04-09 00:00:00,SENS008,生产区B,24.6,67.2,37.9,PM2.5超标
2025-04-09 01:00:00,SENS001,生产区B,24.0,65.5,20.7,正常
2025-04-09 01:00:00,SENS002,生产区A,24.9,68.5,28.7,正常
2025-04-09 01:00:00,SENS003,生产区A,24.8,61.2,19.9,正常
2025-04-09 01:00:00,SENS004,质检区,25.4,62.6,24.7,正常
2025-04-09 01:00:00,SENS005,生产区A,25.9,67.9,37.1,PM2.5超标
2025-04-09 01:00:00,SENS006,质检区,22.3,65.8,24.9,正常
2025-04-09 01:00:00,SENS007,质检区,22.5,67.0,43.5,PM2.5超标
2025-04-09 01:00:00,SENS008,生产区B,22.7,67.0,42.2,PM2.5超标
2025-04-09 02:00:00,SENS001,生产区B,23.4,64.7,13.5,正常
2025-04-09 02:00:00,SENS002,生产区A,25.5,66.7,29.7,正常
2025-04-09 02:00:00,SENS003,生产区A,28.7,64.4,26.0,温度偏高
2025-04-09 02:00:00,SENS004,质检区,25.7,63.4,13.7,正常
2025-04-09 02:00:00,SENS005,生产区A,28.1,66.6,18.4,温度偏高
2025-04-09 02:00:00,SENS006,质检区,24.5,64.3,26.6,正常
2025-04-09 02:00:00,SENS007,质检区,22.8,59.5,47.5,PM2.5超标
2025-04-09 02:00:00,SENS008,生产区B,23.8,62.1,21.4,正常
2025-04-09 03:00:00,SENS001,生产区B,26.4,60.5,24.7,正常
2025-04-09 03:00:00,SENS002,生产区A,26.2,60.1,22.8,正常
2025-04-09 03:00:00,SENS003,生产区A,28.7,57.8,14.3,温度偏高
2025-04-09 03:00:00,SENS004,质检区,25.4,62.5,29.9,正常
2025-04-09 03:00:00,SENS005,生产区A,26.5,58.2,41.5,PM2.5超标
2025-04-09 03:00:00,SENS006,质检区,26.0,62.8,43.0,PM2.5超标
2025-04-09 03:00:00,SENS007,质检区,24.9,62.7,31.2,正常
2025-04-09 03:00:00,SENS008,生产区B,26.3,57.5,30.3,正常
2025-04-09 04:00:00,SENS001,生产区B,23.8,60.8,24.7,正常
2025-04-09 04:00:00,SENS002,生产区A,30.0,61.5,30.0,温度偏高
2025-04-09 04:00:00,SENS003,生产区A,27.6,55.8,31.1,正常
2025-04-09 04:00:00,SENS004,质检区,25.2,61.5,22.7,正常
2025-04-09 04:00:00,SENS005,生产区A,29.2,57.1,41.5,温度偏高|PM2.5超标
2025-04-09 04:00:00,SENS006,质检区,26.0,55.8,37.2,PM2.5超标
2025-04-09 04:00:00,SENS007,质检区,25.8,60.1,20.9,正常
2025-04-09 04:00:00,SENS008,生产区B,24.4,60.6,31.6,正常
2025-04-09 05:00:00,SENS001,生产区B,24.7,59.7,45.7,PM2.5超标
2025-04-09 05:00:00,SENS002,生产区A,28.4,53.1,26.8,温度偏高
2025-04-09 05:00:00,SENS003,生产区A,26.9,57.1,21.7,正常
2025-04-09 05:00:00,SENS004,质检区,26.3,58.3,24.3,正常
2025-04-09 05:00:00,SENS005,生产区A,27.8,57.4,10.2,正常
2025-04-09 05:00:00,SENS006,质检区,27.4,62.3,10.2,正常
2025-04-09 05:00:00,SENS007,质检区,27.2,62.4,18.5,正常
2025-04-09 05:00:00,SENS008,生产区B,24.7,54.3,46.4,PM2.5超标
2025-04-09 06:00:00,SENS001,生产区B,25.3,59.2,46.3,PM2.5超标
2025-04-09 06:00:00,SENS002,生产区A,27.3,51.5,35.5,PM2.5超标
2025-04-09 06:00:00,SENS003,生产区A,30.9,50.1,41.8,温度偏高|PM2.5超标
2025-04-09 06:00:00,SENS004,质检区,24.6,58.0,32.2,正常
2025-04-09 06:00:00,SENS005,生产区A,27.7,56.0,42.2,PM2.5超标
2025-04-09 06:00:00,SENS006,质检区,25.9,53.8,29.3,正常
2025-04-09 06:00:00,SENS007,质检区,27.5,53.3,31.3,正常
2025-04-09 06:00:00,SENS008,生产区B,24.1,58.5,26.1,正常
2025-04-09 07:00:00,SENS001,生产区B,25.6,54.9,45.5,PM2.5超标
2025-04-09 07:00:00,SENS002,生产区A,29.2,51.6,19.1,温度偏高
2025-04-09 07:00:00,SENS003,生产区A,30.9,49.6,18.4,温度偏高
2025-04-09 07:00:00,SENS004,质检区,26.1,57.3,12.9,正常
2025-04-09 07:00:00,SENS005,生产区A,27.8,54.3,11.9,正常
2025-04-09 07:00:00,SENS006,质检区,27.7,56.1,44.1,PM2.5超标
2025-04-09 07:00:00,SENS007,质检区,24.2,53.8,23.2,正常
2025-04-09 07:00:00,SENS008,生产区B,24.2,53.9,19.2,正常
2025-04-09 08:00:00,SENS001,生产区B,25.1,54.1,22.3,正常
2025-04-09 08:00:00,SENS002,生产区A,28.7,50.2,41.6,温度偏高|PM2.5超标
2025-04-09 08:00:00,SENS003,生产区A,29.1,52.2,21.2,温度偏高
2025-04-09 08:00:00,SENS004,质检区,26.2,45.1,13.4,正常
2025-04-09 08:00:00,SENS005,生产区A,28.0,51.6,38.0,PM2.5超标
2025-04-09 08:00:00,SENS006,质检区,23.8,52.6,46.8,PM2.5超标
2025-04-09 08:00:00,SENS007,质检区,24.4,46.6,32.9,正常
2025-04-09 08:00:00,SENS008,生产区B,23.7,48.9,15.7,正常
2025-04-09 09:00:00,SENS001,生产区B,25.8,44.1,21.0,正常
2025-04-09 09:00:00,SENS002,生产区A,26.8,46.5,29.7,正常
2025-04-09 09:00:00,SENS003,生产区A,27.9,49.7,22.6,正常
2025-04-09 09:00:00,SENS004,质检区,23.3,46.8,39.5,PM2.5超标
2025-04-09 09:00:00,SENS005,生产区A,29.3,48.4,42.4,温度偏高|PM2.5超标
2025-04-09 09:00:00,SENS006,质检区,23.4,43.1,28.0,正常
2025-04-09 09:00:00,SENS007,质检区,26.9,49.4,33.4,正常
2025-04-09 09:00:00,SENS008,生产区B,26.9,45.1,32.8,正常
2025-04-09 10:00:00,SENS001,生产区B,24.9,41.7,44.1,PM2.5超标
2025-04-09 10:00:00,SENS002,生产区A,29.2,45.2,18.3,温度偏高
2025-04-09 10:00:00,SENS003,生产区A,25.7,46.9,23.0,正常
2025-04-09 10:00:00,SENS004,质检区,23.5,45.4,31.2,正常
2025-04-09 10:00:00,SENS005,生产区A,26.6,50.6,34.9,正常
2025-04-09 10:00:00,SENS006,质检区,23.4,43.0,21.4,正常
2025-04-09 10:00:00,SENS007,质检区,25.5,46.4,30.0,正常
2025-04-09 10:00:00,SENS008,生产区B,25.2,47.5,13.3,正常
2025-04-09 11:00:00,SENS001,生产区B,23.7,48.4,20.4,正常
2025-04-09 11:00:00,SENS002,生产区A,26.3,45.9,45.5,PM2.5超标
2025-04-09 11:00:00,SENS003,生产区A,27.2,45.5,10.6,正常
2025-04-09 11:00:00,SENS004,质检区,23.8,48.9,41.8,PM2.5超标
2025-04-09 11:00:00,SENS005,生产区A,27.4,48.0,46.8,PM2.5超标
2025-04-09 11:00:00,SENS006,质检区,25.7,46.3,23.6,正常
2025-04-09 11:00:00,SENS007,质检区,25.1,41.5,47.6,PM2.5超标
2025-04-09 11:00:00,SENS008,生产区B,23.4,47.6,45.3,PM2.5超标
2025-04-09 12:00:00,SENS001,生产区B,23.4,46.7,25.4,正常
2025-04-09 12:00:00,SENS002,生产区A,27.8,46.4,33.4,正常
2025-04-09 12:00:00,SENS003,生产区A,24.1,46.6,35.4,PM2.5超标
2025-04-09 12:00:00,SENS004,质检区,24.3,44.8,34.9,正常
2025-04-09 12:00:00,SENS005,生产区A,27.5,45.8,27.4,正常
2025-04-09 12:00:00,SENS006,质检区,21.6,41.9,15.4,正常
2025-04-09 12:00:00,SENS007,质检区,23.2,45.4,15.3,正常
2025-04-09 12:00:00,SENS008,生产区B,24.7,40.0,12.1,正常
2025-04-09 13:00:00,SENS001,生产区B,21.3,50.1,44.4,PM2.5超标
2025-04-09 13:00:00,SENS002,生产区A,24.8,40.9,17.8,正常
2025-04-09 13:00:00,SENS003,生产区A,25.3,45.0,22.6,正常
2025-04-09 13:00:00,SENS004,质检区,22.2,40.6,25.2,正常
2025-04-09 13:00:00,SENS005,生产区A,23.4,41.3,27.7,正常
2025-04-09 13:00:00,SENS006,质检区,23.9,50.0,32.4,正常
2025-04-09 13:00:00,SENS007,质检区,20.7,41.3,15.7,正常
2025-04-09 13:00:00,SENS008,生产区B,23.2,46.6,17.6,正常
2025-04-09 14:00:00,SENS001,生产区B,21.9,44.6,18.0,正常
2025-04-09 14:00:00,SENS002,生产区A,25.3,46.4,42.4,PM2.5超标
2025-04-09 14:00:00,SENS003,生产区A,24.8,50.2,21.4,正常
2025-04-09 14:00:00,SENS004,质检区,20.1,48.9,13.4,正常
2025-04-09 14:00:00,SENS005,生产区A,25.2,47.5,32.3,正常
2025-04-09 14:00:00,SENS006,质检区,22.3,48.4,15.6,正常
2025-04-09 14:00:00,SENS007,质检区,23.0,45.6,28.8,正常
2025-04-09 14:00:00,SENS008,生产区B,21.6,50.7,44.8,PM2.5超标
2025-04-09 15:00:00,SENS001,生产区B,21.0,52.3,42.4,PM2.5超标
2025-04-09 15:00:00,SENS002,生产区A,24.6,44.0,43.8,PM2.5超标
2025-04-09 15:00:00,SENS003,生产区A,24.7,49.9,16.1,正常
