时间戳,工号,班次,操作时长,熟练度,操作类型,操作结果,上次培训日期,预警状态
2025-04-09 07:54:36.053549,W005,白班,0.73,0.82,质检,正常,2025-02-07,正常
2025-04-09 03:38:55.314820,W005,夜班,1.33,0.78,维护,正常,2025-02-07,正常
2025-04-09 02:04:02.538180,W006,夜班,1.41,0.71,调试,正常,2024-12-29,效率低下|需要培训
2025-04-09 00:49:54.322000,W006,夜班,1.0,0.72,维护,正常,2024-12-29,效率低下|需要培训
2025-04-09 03:06:03.343732,W006,夜班,1.92,0.69,维护,正常,2024-12-29,效率低下|需要培训
2025-04-09 03:42:14.512321,W006,夜班,1.48,0.69,质检,正常,2024-12-29,效率低下|需要培训
2025-04-09 01:35:10.944354,W007,夜班,0.86,0.71,下料,正常,2025-02-27,效率低下
2025-04-09 05:35:45.564241,W007,夜班,1.1,0.61,维护,正常,2025-02-27,效率低下
2025-04-09 02:19:04.171854,W007,夜班,1.34,0.69,维护,异常,2025-02-27,效率低下
2025-04-09 01:29:17.205764,W007,夜班,1.84,0.71,下料,正常,2025-02-27,效率低下
2025-04-09 04:50:40.981833,W008,夜班,1.84,0.61,调试,正常,2024-11-12,效率低下|需要培训
2025-04-09 03:47:13.858331,W008,夜班,1.46,0.62,调试,正常,2024-11-12,效率低下|需要培训
2025-04-09 07:12:44.470126,W008,白班,0.84,0.65,下料,正常,2024-11-12,效率低下|需要培训
2025-04-09 06:50:15.871048,W009,白班,0.86,0.72,下料,正常,2024-12-05,效率低下|需要培训
2025-04-09 05:05:42.861454,W009,夜班,1.8,0.68,调试,正常,2024-12-05,效率低下|需要培训
2025-04-09 06:21:04.294406,W009,白班,0.83,0.73,调试,正常,2024-12-05,效率低下|需要培训
2025-04-09 01:01:09.598117,W010,夜班,1.92,0.81,上料,正常,2024-12-14,需要培训
2025-04-09 00:31:22.266507,W010,夜班,1.51,0.81,上料,正常,2024-12-14,需要培训
2025-04-09 01:59:08.021580,W010,夜班,1.91,0.8,调试,正常,2024-12-14,需要培训
2025-04-09 09:34:08.654785,W001,白班,0.55,0.69,下料,正常,2025-02-04,效率低下
2025-04-09 10:55:35.947284,W001,白班,1.73,0.67,调试,正常,2025-02-04,效率低下
2025-04-09 12:13:14.829996,W001,白班,1.68,0.65,质检,正常,2025-02-04,效率低下
2025-04-09 10:26:36.773739,W001,白班,1.44,0.68,维护,正常,2025-02-04,效率低下
2025-04-09 12:04:05.379710,W002,白班,0.98,0.76,维护,正常,2025-02-28,正常
2025-04-09 13:01:58.483292,W002,白班,1.54,0.73,调试,正常,2025-02-28,效率低下
2025-04-09 09:54:39.291793,W002,白班,1.08,0.83,维护,正常,2025-02-28,正常
2025-04-09 09:12:11.780670,W003,白班,1.72,0.69,调试,正常,2024-10-21,效率低下|需要培训
2025-04-09 11:07:11.475890,W003,白班,0.84,0.65,维护,正常,2024-10-21,效率低下|需要培训
2025-04-09 09:02:00.069275,W004,白班,1.64,0.75,上料,正常,2025-02-03,正常
2025-04-09 08:45:44.108077,W004,白班,1.82,0.76,维护,正常,2025-02-03,正常
2025-04-09 15:40:18.086655,W004,白班,0.61,0.58,下料,正常,2025-02-03,效率低下
2025-04-09 11:50:50.921722,W004,白班,1.97,0.68,维护,正常,2025-02-03,效率低下
2025-04-09 14:01:19.282002,W005,白班,1.63,0.84,上料,正常,2025-02-07,正常
2025-04-09 14:40:41.658807,W005,白班,0.52,0.83,质检,正常,2025-02-07,正常
2025-04-09 09:25:20.843782,W006,白班,1.67,0.79,上料,正常,2024-12-29,需要培训
2025-04-09 11:54:51.523090,W006,白班,0.66,0.76,维护,正常,2024-12-29,需要培训
2025-04-09 10:05:03.345471,W007,白班,1.66,0.78,调试,正常,2025-02-27,正常
2025-04-09 14:52:21.997632,W007,白班,1.24,0.64,上料,正常,2025-02-27,效率低下
2025-04-09 09:17:33.305887,W008,白班,0.8,0.72,调试,正常,2024-11-12,效率低下|需要培训
2025-04-09 09:27:09.555959,W008,白班,0.94,0.72,下料,正常,2024-11-12,效率低下|需要培训
2025-04-09 10:34:01.268686,W008,白班,1.77,0.7,调试,正常,2024-11-12,效率低下|需要培训
2025-04-09 15:40:48.031362,W009,白班,1.94,0.71,下料,正常,2024-12-05,效率低下|需要培训
2025-04-09 09:39:22.825848,W009,白班,1.14,0.82,调试,正常,2024-12-05,需要培训
2025-04-09 15:19:49.480026,W009,白班,0.84,0.71,调试,正常,2024-12-05,效率低下|需要培训
2025-04-09 13:31:16.806845,W009,白班,0.79,0.75,调试,正常,2024-12-05,效率低下|需要培训
2025-04-09 11:00:47.149132,W010,白班,1.76,0.87,上料,正常,2024-12-14,需要培训
2025-04-09 08:04:44.245620,W010,白班,0.64,0.91,下料,正常,2024-12-14,需要培训
2025-04-09 09:34:23.653603,W010,白班,0.78,0.89,质检,正常,2024-12-14,需要培训
2025-04-09 14:04:13.855901,W010,白班,1.04,0.83,质检,正常,2024-12-14,需要培训
2025-04-09 17:33:49.429821,W001,白班,1.39,0.69,上料,正常,2025-02-04,效率低下
2025-04-09 16:18:44.948632,W001,白班,0.85,0.71,维护,正常,2025-02-04,效率低下
2025-04-09 18:03:06.136712,W001,夜班,1.27,0.61,调试,正常,2025-02-04,效率低下
2025-04-09 16:56:02.107999,W002,白班,1.68,0.86,质检,正常,2025-02-28,正常
2025-04-09 20:30:39.310291,W002,夜班,1.55,0.67,质检,正常,2025-02-28,效率低下
2025-04-09 17:10:04.367608,W002,白班,1.48,0.85,调试,正常,2025-02-28,正常
2025-04-09 19:19:48.855157,W002,夜班,0.97,0.7,调试,正常,2025-02-28,效率低下
2025-04-09 20:46:10.524820,W003,夜班,1.68,0.57,下料,正常,2024-10-21,效率低下|需要培训
2025-04-09 16:07:38.515322,W003,白班,1.85,0.7,维护,正常,2024-10-21,效率低下|需要培训
2025-04-09 22:56:38.210606,W003,夜班,1.53,0.53,上料,正常,2024-10-21,效率低下|需要培训
2025-04-09 23:51:57.758067,W004,夜班,0.71,0.51,调试,正常,2025-02-03,效率低下
2025-04-09 22:55:43.061326,W004,夜班,0.66,0.54,维护,正常,2025-02-03,效率低下
2025-04-09 20:48:20.813428,W004,夜班,0.79,0.59,下料,正常,2025-02-03,效率低下
2025-04-09 19:44:35.170776,W004,夜班,1.95,0.61,调试,正常,2025-02-03,效率低下
2025-04-09 20:29:19.868186,W005,夜班,1.58,0.77,下料,正常,2025-02-07,正常
2025-04-09 21:01:06.535398,W005,夜班,0.71,0.77,上料,正常,2025-02-07,正常
2025-04-09 20:37:12.878402,W005,夜班,0.79,0.77,维护,正常,2025-02-07,正常
2025-04-09 17:50:36.433103,W005,白班,1.14,0.89,下料,正常,2025-02-07,正常
2025-04-09 20:31:53.818880,W006,夜班,1.5,0.68,维护,正常,2024-12-29,效率低下|需要培训
2025-04-09 18:06:22.234156,W006,夜班,1.55,0.7,下料,正常,2024-12-29,效率低下|需要培训
2025-04-09 23:37:20.281975,W006,夜班,0.62,0.64,调试,正常,2024-12-29,效率低下|需要培训
2025-04-09 16:58:48.252631,W007,白班,1.89,0.81,调试,正常,2025-02-27,正常
2025-04-09 16:28:44.955128,W007,白班,1.08,0.82,维护,正常,2025-02-27,正常
2025-04-09 22:06:02.282252,W007,夜班,0.89,0.6,下料,正常,2025-02-27,效率低下
2025-04-09 21:10:09.867823,W008,夜班,1.83,0.61,调试,正常,2024-11-12,效率低下|需要培训
2025-04-09 19:10:47.719043,W008,夜班,0.83,0.63,质检,正常,2024-11-12,效率低下|需要培训
2025-04-09 20:55:10.675313,W008,夜班,1.37,0.61,质检,异常,2024-11-12,效率低下|需要培训
2025-04-09 17:09:18.501047,W009,白班,1.53,0.83,上料,正常,2024-12-05,需要培训
2025-04-09 16:34:42.113679,W009,白班,0.56,0.84,下料,正常,2024-12-05,需要培训
2025-04-09 19:44:18.919328,W010,夜班,0.75,0.77,维护,正常,2024-12-14,需要培训
2025-04-09 21:24:09.811017,W010,夜班,1.73,0.75,维护,正常,2024-12-14,需要培训
2025-04-09 22:27:26.861019,W010,夜班,1.72,0.74,质检,正常,2024-12-14,效率低下|需要培训
2025-04-10 05:42:16.967999,W001,夜班,1.46,0.56,调试,正常,2025-02-04,效率低下
2025-04-10 00:19:33.439949,W001,夜班,0.74,0.64,下料,正常,2025-02-04,效率低下
2025-04-10 07:59:42.736848,W002,白班,0.59,0.63,质检,正常,2025-02-28,效率低下
2025-04-10 06:23:07.125118,W002,白班,0.59,0.68,质检,正常,2025-02-28,效率低下
2025-04-10 03:50:43.431434,W003,夜班,1.68,0.58,质检,正常,2024-10-21,效率低下|需要培训
2025-04-10 03:02:49.217600,W003,夜班,1.97,0.59,维护,正常,2024-10-21,效率低下|需要培训
2025-04-10 02:18:31.523821,W003,夜班,1.24,0.6,下料,正常,2024-10-21,效率低下|需要培训
2025-04-10 05:10:00.844892,W004,夜班,0.98,0.58,上料,正常,2025-02-03,效率低下
2025-04-10 01:50:08.535262,W004,夜班,1.37,0.66,上料,正常,2025-02-03,效率低下
2025-04-10 03:48:43.588869,W004,夜班,1.94,0.61,维护,正常,2025-02-03,效率低下
2025-04-10 07:31:52.075415,W005,白班,0.53,0.82,下料,正常,2025-02-07,正常
2025-04-10 01:09:42.563994,W005,夜班,0.69,0.81,下料,正常,2025-02-07,正常
2025-04-10 02:08:27.267190,W005,夜班,1.59,0.8,维护,正常,2025-02-07,正常
2025-04-10 00:27:42.724204,W006,夜班,0.63,0.72,质检,正常,2024-12-29,效率低下|需要培训
2025-04-10 01:10:22.497868,W006,夜班,0.56,0.72,维护,正常,2024-12-29,效率低下|需要培训
2025-04-10 00:03:49.403637,W006,夜班,0.73,0.73,上料,正常,2024-12-29,效率低下|需要培训
2025-04-10 07:28:41.757538,W006,白班,1.39,0.72,维护,正常,2024-12-29,效率低下|需要培训
2025-04-10 05:38:23.302431,W007,夜班,1.23,0.61,质检,正常,2025-02-27,效率低下
2025-04-10 02:51:08.400566,W007,夜班,1.99,0.68,质检,正常,2025-02-27,效率低下
2025-04-10 00:41:09.952662,W008,夜班,1.5,0.65,上料,正常,2024-11-12,效率低下|需要培训
2025-04-10 06:30:39.165838,W008,白班,1.44,0.66,上料,正常,2024-11-12,效率低下|需要培训
2025-04-10 00:51:18.012584,W009,夜班,1.61,0.75,质检,正常,2024-12-05,需要培训
2025-04-10 03:23:51.254032,W009,夜班,1.82,0.71,上料,正常,2024-12-05,效率低下|需要培训
2025-04-10 05:21:56.036814,W009,夜班,0.51,0.67,上料,正常,2024-12-05,效率低下|需要培训
2025-04-10 01:18:52.077849,W009,夜班,1.51,0.74,下料,正常,2024-12-05,效率低下|需要培训
2025-04-10 04:33:38.246384,W010,夜班,1.97,0.76,调试,正常,2024-12-14,需要培训
2025-04-10 00:19:43.561043,W010,夜班,1.12,0.82,下料,正常,2024-12-14,需要培训
2025-04-10 08:22:27.252454,W001,白班,1.49,0.71,上料,正常,2025-02-04,效率低下
2025-04-10 11:16:37.674703,W001,白班,1.68,0.66,调试,正常,2025-02-04,效率低下
2025-04-10 09:43:38.719006,W002,白班,1.86,0.83,质检,正常,2025-02-28,正常
2025-04-10 15:01:54.978768,W002,白班,0.92,0.66,维护,正常,2025-02-28,效率低下
2025-04-10 10:45:28.298807,W003,白班,0.84,0.66,维护,正常,2024-10-21,效率低下|需要培训
2025-04-10 10:15:00.330878,W003,白班,0.84,0.67,上料,正常,2024-10-21,效率低下|需要培训
2025-04-10 12:59:53.220516,W003,白班,0.5,0.62,上料,正常,2024-10-21,效率低下|需要培训
2025-04-10 15:12:11.225621,W003,白班,1.85,0.59,上料,正常,2024-10-21,效率低下|需要培训
2025-04-10 11:07:57.725486,W004,白班,1.16,0.7,上料,正常,2025-02-03,效率低下
2025-04-10 08:54:23.635529,W004,白班,1.42,0.76,维护,正常,2025-02-03,正常
2025-04-10 13:44:32.234855,W004,白班,1.61,0.63,质检,正常,2025-02-03,效率低下
2025-04-10 13:36:33.012190,W005,白班,1.92,0.84,上料,正常,2025-02-07,正常
2025-04-10 11:52:53.399275,W005,白班,1.38,0.87,质检,正常,2025-02-07,正常
2025-04-10 12:09:55.533593,W005,白班,0.63,0.86,下料,正常,2025-02-07,正常
2025-04-10 11:59:24.115168,W005,白班,1.82,0.87,质检,正常,2025-02-07,正常
2025-04-10 14:23:03.306192,W006,白班,1.13,0.73,维护,正常,2024-12-29,效率低下|需要培训
2025-04-10 10:29:48.005063,W006,白班,1.34,0.78,调试,正常,2024-12-29,需要培训
2025-04-10 08:35:54.000527,W006,白班,0.55,0.8,质检,正常,2024-12-29,需要培训
2025-04-10 15:23:11.688118,W006,白班,1.69,0.72,质检,正常,2024-12-29,效率低下|需要培训
2025-04-10 11:39:54.644812,W007,白班,1.78,0.73,调试,正常,2025-02-27,效率低下
2025-04-10 11:12:04.773474,W007,白班,1.29,0.74,调试,正常,2025-02-27,效率低下
2025-04-10 10:44:10.355749,W007,白班,1.68,0.76,质检,正常,2025-02-27,正常
2025-04-10 08:31:19.805827,W007,白班,1.12,0.82,维护,正常,2025-02-27,正常
2025-04-10 12:26:55.645119,W008,白班,1.54,0.68,下料,正常,2024-11-12,效率低下|需要培训
2025-04-10 10:36:11.658451,W008,白班,0.7,0.7,维护,正常,2024-11-12,效率低下|需要培训
2025-04-10 11:36:52.114893,W008,白班,1.4,0.69,维护,正常,2024-11-12,效率低下|需要培训
2025-04-10 15:50:52.198254,W009,白班,1.55,0.7,调试,正常,2024-12-05,效率低下|需要培训
2025-04-10 12:44:21.977495,W009,白班,0.65,0.76,上料,正常,2024-12-05,需要培训
2025-04-10 08:39:02.080870,W009,白班,1.02,0.84,质检,正常,2024-12-05,需要培训
2025-04-10 09:07:26.172596,W010,白班,0.74,0.89,调试,正常,2024-12-14,需要培训
2025-04-10 10:14:47.932663,W010,白班,0.68,0.88,质检,正常,2024-12-14,需要培训
2025-04-10 11:35:39.208011,W010,白班,1.23,0.86,维护,正常,2024-12-14,需要培训
2025-04-10 15:17:01.267388,W010,白班,0.61,0.81,下料,正常,2024-12-14,需要培训
2025-04-10 20:51:57.109149,W001,夜班,0.59,0.58,维护,正常,2025-02-04,效率低下
2025-04-10 17:00:05.551975,W001,白班,1.68,0.7,质检,正常,2025-02-04,效率低下
2025-04-10 22:18:42.855900,W002,夜班,1.48,0.62,调试,正常,2025-02-28,效率低下
2025-04-10 19:46:51.987695,W002,夜班,1.27,0.69,维护,正常,2025-02-28,效率低下
2025-04-10 18:39:32.634879,W003,夜班,1.84,0.6,调试,正常,2024-10-21,效率低下|需要培训
2025-04-10 20:32:30.206688,W003,夜班,1.22,0.57,调试,正常,2024-10-21,效率低下|需要培训
2025-04-10 23:11:25.973087,W003,夜班,1.41,0.53,维护,正常,2024-10-21,效率低下|需要培训
2025-04-10 23:07:08.985698,W003,夜班,1.3,0.53,上料,正常,2024-10-21,效率低下|需要培训
2025-04-10 17:17:51.065358,W004,白班,1.11,0.75,调试,正常,2025-02-03,效率低下
2025-04-10 22:57:14.630192,W004,夜班,0.81,0.54,维护,正常,2025-02-03,效率低下
2025-04-10 20:57:12.891668,W005,夜班,0.95,0.77,下料,正常,2025-02-07,正常
2025-04-10 16:16:49.184747,W005,白班,1.44,0.91,下料,正常,2025-02-07,正常
2025-04-10 17:19:51.971920,W005,白班,0.68,0.9,维护,正常,2025-02-07,正常
2025-04-10 19:25:18.316125,W005,夜班,1.36,0.79,调试,正常,2025-02-07,正常
2025-04-10 19:18:29.594261,W006,夜班,1.26,0.69,上料,正常,2024-12-29,效率低下|需要培训
2025-04-10 19:46:59.148132,W006,夜班,1.62,0.69,质检,正常,2024-12-29,效率低下|需要培训
2025-04-10 19:20:53.978112,W006,夜班,0.63,0.69,质检,正常,2024-12-29,效率低下|需要培训
2025-04-10 21:10:41.005085,W007,夜班,1.26,0.62,上料,正常,2025-02-27,效率低下
2025-04-10 17:14:05.882417,W007,白班,0.92,0.8,质检,正常,2025-02-27,正常
2025-04-10 22:03:59.413530,W007,夜班,1.98,0.6,质检,正常,2025-02-27,效率低下
2025-04-10 20:29:20.408066,W008,夜班,1.02,0.61,下料,正常,2024-11-12,效率低下|需要培训
2025-04-10 21:36:09.385844,W008,夜班,1.31,0.6,调试,正常,2024-11-12,效率低下|需要培训
2025-04-10 18:10:17.185250,W008,夜班,1.23,0.64,上料,正常,2024-11-12,效率低下|需要培训
2025-04-10 17:53:26.912139,W008,白班,1.15,0.71,调试,正常,2024-11-12,效率低下|需要培训
2025-04-10 21:12:39.893737,W009,夜班,1.96,0.68,调试,正常,2024-12-05,效率低下|需要培训
2025-04-10 17:16:10.955009,W009,白班,1.36,0.83,质检,正常,2024-12-05,需要培训
2025-04-10 16:48:30.548032,W009,白班,1.48,0.84,下料,正常,2024-12-05,需要培训
2025-04-10 18:11:41.175999,W010,夜班,0.7,0.79,下料,正常,2024-12-14,需要培训
2025-04-10 22:56:35.827287,W010,夜班,1.27,0.73,质检,正常,2024-12-14,效率低下|需要培训
2025-04-11 06:32:56.677120,W001,白班,0.69,0.61,上料,正常,2025-02-04,效率低下
2025-04-11 06:28:17.189863,W001,白班,0.9,0.62,维护,正常,2025-02-04,效率低下
2025-04-11 04:46:28.640560,W001,夜班,1.56,0.58,质检,正常,2025-02-04,效率低下
2025-04-11 07:07:56.598347,W002,白班,0.75,0.66,上料,正常,2025-02-28,效率低下
2025-04-11 05:30:01.189276,W002,夜班,0.53,0.64,下料,正常,2025-02-28,效率低下
2025-04-11 06:22:13.242610,W002,白班,0.94,0.68,调试,正常,2025-02-28,效率低下
2025-04-11 05:35:13.362616,W003,夜班,0.92,0.55,维护,正常,2024-10-21,效率低下|需要培训
2025-04-11 07:03:48.318813,W003,白班,1.62,0.59,维护,正常,2024-10-21,效率低下|需要培训
2025-04-11 01:33:08.907412,W004,夜班,1.92,0.66,质检,正常,2025-02-03,效率低下
2025-04-11 05:54:20.882390,W004,夜班,0.59,0.56,维护,正常,2025-02-03,效率低下
2025-04-11 02:56:54.496682,W005,夜班,0.73,0.79,调试,正常,2025-02-07,正常
2025-04-11 04:11:54.374540,W005,夜班,1.81,0.78,质检,正常,2025-02-07,正常
2025-04-11 00:00:12.817583,W005,夜班,1.03,0.82,下料,正常,2025-02-07,正常
2025-04-11 03:02:45.939372,W005,夜班,1.32,0.79,调试,正常,2025-02-07,正常
2025-04-11 03:26:02.243085,W006,夜班,0.71,0.69,下料,正常,2024-12-29,效率低下|需要培训
2025-04-11 01:39:50.428892,W006,夜班,0.55,0.71,下料,正常,2024-12-29,效率低下|需要培训
2025-04-11 03:57:30.922730,W006,夜班,1.41,0.68,质检,正常,2024-12-29,效率低下|需要培训
2025-04-11 00:03:35.086271,W007,夜班,1.52,0.75,调试,异常,2025-02-27,效率低下
2025-04-11 02:49:45.515622,W007,夜班,0.69,0.68,调试,正常,2025-02-27,效率低下
2025-04-11 03:27:01.808507,W007,夜班,1.79,0.66,质检,正常,2025-02-27,效率低下
2025-04-11 05:48:35.787401,W007,夜班,1.29,0.6,质检,正常,2025-02-27,效率低下
2025-04-11 05:47:31.329983,W008,夜班,1.19,0.6,质检,正常,2024-11-12,效率低下|需要培训
2025-04-11 02:05:11.971729,W008,夜班,1.24,0.64,维护,正常,2024-11-12,效率低下|需要培训
2025-04-11 05:30:39.426028,W008,夜班,0.53,0.6,调试,正常,2024-11-12,效率低下|需要培训
2025-04-11 02:08:01.003182,W009,夜班,1.93,0.73,上料,正常,2024-12-05,效率低下|需要培训
2025-04-11 02:43:36.849532,W009,夜班,1.95,0.72,维护,正常,2024-12-05,效率低下|需要培训
2025-04-11 02:49:20.545460,W009,夜班,1.59,0.72,上料,正常,2024-12-05,效率低下|需要培训
2025-04-11 02:39:22.755871,W009,夜班,1.1,0.72,上料,正常,2024-12-05,效率低下|需要培训
2025-04-11 03:57:50.543171,W010,夜班,0.53,0.77,下料,正常,2024-12-14,需要培训
2025-04-11 04:27:24.008232,W010,夜班,1.65,0.77,下料,正常,2024-12-14,需要培训
2025-04-11 04:00:32.039330,W010,夜班,1.04,0.77,下料,正常,2024-12-14,需要培训
2025-04-11 13:53:08.714362,W001,白班,1.9,0.62,调试,正常,2025-02-04,效率低下
2025-04-11 09:23:02.460389,W001,白班,0.76,0.69,质检,正常,2025-02-04,效率低下
2025-04-11 11:11:17.072868,W001,白班,0.59,0.66,调试,正常,2025-02-04,效率低下
2025-04-11 09:10:51.622927,W002,白班,1.82,0.85,下料,正常,2025-02-28,正常
2025-04-11 08:10:49.202241,W002,白班,1.37,0.89,维护,正常,2025-02-28,正常
2025-04-11 12:30:33.898154,W002,白班,1.05,0.74,维护,正常,2025-02-28,效率低下
2025-04-11 11:23:11.944026,W002,白班,1.95,0.78,下料,正常,2025-02-28,正常
2025-04-11 09:16:26.059378,W003,白班,0.53,0.68,下料,正常,2024-10-21,效率低下|需要培训
2025-04-11 15:17:04.773588,W003,白班,0.92,0.59,上料,正常,2024-10-21,效率低下|需要培训
2025-04-11 08:43:04.318197,W003,白班,0.99,0.69,质检,正常,2024-10-21,效率低下|需要培训
2025-04-11 15:29:51.509219,W003,白班,1.81,0.58,调试,正常,2024-10-21,效率低下|需要培训
2025-04-11 11:29:02.669899,W004,白班,1.93,0.69,下料,正常,2025-02-03,效率低下
2025-04-11 08:19:11.726630,W004,白班,1.41,0.77,维护,正常,2025-02-03,正常
2025-04-11 14:09:55.317049,W005,白班,1.97,0.84,调试,正常,2025-02-07,正常
2025-04-11 09:04:52.580406,W005,白班,1.45,0.9,维护,正常,2025-02-07,正常
2025-04-11 11:12:22.477729,W006,白班,1.06,0.77,上料,异常,2024-12-29,需要培训
2025-04-11 13:51:45.553868,W006,白班,0.73,0.74,维护,正常,2024-12-29,效率低下|需要培训
2025-04-11 09:27:49.112157,W007,白班,1.5,0.79,下料,正常,2025-02-27,正常
